  Page 1                                    Sat Jul 14 17:01:33 2018

  ******************************************************************
  *                           E P A N E T                          *
  *                   Hydraulic and Water Quality                  *
  *                   Analysis for Pipe Networks                   *
  *                         Version 2.00.12                        *
  ******************************************************************
  
  Scenario: Average Day  
  Date: 8/16/2016 4:09:48 PM  
   
      Input Data File ................... ../Data/final_input.inp
      Number of Junctions................ 1782
      Number of Reservoirs............... 4
      Number of Tanks ................... 0
      Number of Pipes ................... 1985
      Number of Pumps ................... 6
      Number of Valves .................. 4
      Headloss Formula .................. Hazen-Williams
      Hydraulic Timestep ................ 15.00 min
      Hydraulic Accuracy ................ 0.001000
      Status Check Frequency ............ 2
      Maximum Trials Checked ............ 10
      Damping Limit Threshold ........... 0.000000
      Maximum Trials .................... 100
      Quality Analysis .................. None
      Specific Gravity .................. 1.00
      Relative Kinematic Viscosity ...... 1.00
      Relative Chemical Diffusivity ..... 1.00
      Demand Multiplier ................. 1.00
      Total Duration .................... 30.00 min
      Reporting Criteria:
         All Nodes
         All Links
   
   
  Hydraulic Status:
  -----------------------------------------------------------------------
     0:00:00: Balanced after 9 trials
     0:00:00: Reservoir 3001 is emptying
     0:00:00: Reservoir 3003 is closed
     0:00:00: Reservoir 3004 is closed
     0:00:00: Reservoir 3006 is emptying
     0:00:00: PRV 4001 closed
     0:00:00: PRV 4002 closed
     0:00:00: PRV 4003 closed
   
     0:15:00: Balanced after 7 trials
     0:15:00: PRV 4004 changed from active to open
   
     0:30:00: Balanced after 1 trials
   
   
  Node Results at 0:00:00 hrs:
  ----------------------------------------------
                     Demand      Head  Pressure
  1067                 4.02   7296.81     74.44
  1068                 4.02   7296.72     72.24
  1070                 4.02   7296.62     87.36
  1071                 4.02   7296.67     76.55
  1074                 4.02   7297.23    107.12
  1076                 4.02   7297.23    102.79
  1077                 4.02   7297.23     85.46
  1078                 4.02   7297.23     96.29
  1079                 4.02   7297.46     74.30
  1080                 4.02   7297.24     78.96
  1086                 4.02   7297.26     70.31
  1087                 4.02   7297.30     74.66
  1088                 4.02   7297.34     74.67
  1089                 4.02   7429.75    116.02
  1090                 4.02   7429.75    118.18
  1092                 4.02   7298.15    137.85
  1093                 4.02   7297.51     64.35
  1095                 4.02   7297.51     68.68
  1096                 4.02   7297.69     73.09
  1097                 4.02   7297.40    127.56
  1098                 4.02   7297.46    112.86
  1099                 4.02   7298.83     86.15
  1100                 4.02   7297.89     55.41
  1101                 4.02   7298.91     84.02
  1102                 4.02   7298.43    102.01
  1103                 4.02   7298.18    116.20
  1104                 4.02   7429.76    110.39
  1105                 4.02   7298.30    105.42
  1106                 4.02   7298.15    129.19
  1107                 4.02   7298.15    130.05
  1108                 4.02   7298.15    129.19
  1110                 4.02   7298.15    135.69
  1111                 4.02   7298.20    116.21
  1114                 4.02   7298.32    103.26
  1115                 4.02   7298.36    107.61
  1117                 4.02   7298.26    107.57
  1118                 4.02   7298.30    111.92
  1120                 4.02   7298.16    120.53
  1121                 4.02   7298.18    113.17
  1122                 4.02   7298.21    111.88
  1123                 4.02   7298.24    114.06
  1124                 4.02   7298.24    116.23
  1125                 4.02   7298.27    114.08
  1126                 4.02   7298.28    105.41
  1127                 4.02   7298.29    101.08
  1128                 4.02   7298.21    111.88
  1129                 4.02   7298.22    107.55
  1130                 4.02   7298.23    107.56
  1131                 4.02   7298.22    104.52
  1133                 4.02   7298.31     95.89
  1135                 4.02   7297.42    122.37
  1136                 4.02   7298.35    105.44
  1137                 4.02   7298.51    101.18
  1138                 4.02   7298.83     93.95
  1139                 4.02   7297.29    120.15
  1141                 4.02   7297.55     80.40
  1142                 4.02   7297.57    100.77
  1144                 4.02   7297.44    111.55
  1146                 4.02   7297.40    111.53
  1147                 4.02   7297.38     62.56
  1148                 4.02   7297.68     98.66
  1149                 4.02   7298.79     86.14
  1150                 4.02   7298.34     68.61
  1151                 4.02   7298.69     65.30
  1152                 4.02   7298.17     68.53
  1153                 4.02   7298.04     64.15
  1154                 4.02   7297.51     63.48
  1155                 4.02   7297.53     76.06
  1156                 4.02   7297.51     68.25
  1157                 4.02   7297.53     82.56
  1158                 4.02   7297.59     77.81
  1159                 4.02   7298.02     72.80
  1161                 4.02   7297.87     77.07
  1162                 4.02   7297.71     80.04
  1163                 4.02   7297.56     82.13
  1164                 4.02   7298.02     87.53
  1165                 4.02   7297.82     86.15
  1166                 4.02   7297.65     98.64
  1167                 4.02   7297.65     96.04
  1168                 4.02   7297.81     98.71
  1169                 4.02   7298.02     94.47
  1170                 4.02   7429.75    116.02
  1171                 4.02   7298.61     90.39
  1172                 4.02   7297.51     85.58
  1173                 4.02   7297.81     98.71
  1174                 4.02   7297.55     81.27
  1175                 4.02   7297.53     72.59
  1176                 4.02   7297.66     86.51
  1177                 4.02   7297.65     90.84
  1178                 4.02   7298.04     87.54
  1179                 4.02   7298.32    109.76
  6005                 8.43   7430.09    102.30
  6006                 8.43   7301.79     63.60
  6008                 8.43   7429.82    110.41
  6009                 8.43   7429.81    123.41
  6011                 8.43   7299.51     90.78
  6013                 8.43   7301.49     65.64
  6014                 8.43   7298.24    116.23
  6015                 8.43   7298.13    135.68
  6018                 8.43   7298.14    135.68
  6035                 8.43   7298.20    146.11
  6056                 8.43   7297.95    129.97
  6057                 8.43   7297.96    124.77
  6058                 8.43   7297.95    123.90
  6059                 8.43   7297.97    121.75
  6060                 8.43   7297.99    116.12
  6061                 8.43   7298.06    116.58
  6062                 8.43   7298.09    116.16
  6063                 8.43   7298.06    120.48
  6064                 8.43   7298.11    120.50
  6065                 8.43   7298.23    108.86
  6066                 8.43   7298.17    108.83
  6067                 8.43   7298.26    106.71
  6068                 8.43   7298.38    107.62
  6069                 8.43   7298.47    107.66
  6070                 8.43   7298.39    101.56
  6071                 8.43   7298.44     97.25
  6072                 8.43   7298.59     92.55
  6073                 8.43   7298.99     86.22
  6074                 8.43   7299.38     85.09
  6075                 8.43   7300.19     72.88
  6076                 8.43   7301.46     69.96
  6077                 8.43   7427.05    111.81
  6083                 8.43   7298.12    128.74
  6084                 8.43   7298.13    129.18
  6085                 8.43   7298.15    129.19
  6086                 8.43   7298.15    127.45
  6087                 8.43   7298.13    127.45
  6088                 8.43   7298.17    120.97
  6089                 8.43   7298.19    120.97
  6090                 8.43   7298.12    129.18
  6091                 8.43   7298.12    126.58
  6092                 8.43   7298.15    118.36
  6093                 8.43   7298.19    118.37
  6094                 8.43   7298.32    109.33
  6095                 8.43   7298.21    109.28
  6096                 8.43   7298.16    108.83
  6097                 8.43   7298.15    114.46
  6098                 8.43   7298.52    112.01
  6099                 8.43   7298.83    105.65
  6100                 8.43   7298.13    120.51
  6101                 8.43   7298.12    125.71
  6102                 8.43   7298.12    125.71
  6103                 8.43   7298.20    120.54
  6104                 8.43   7298.30    112.79
  6105                 8.43   7298.23    115.36
  6106                 8.43   7298.20    119.24
  6107                 8.43   7298.20    121.41
  6108                 8.43   7298.19    120.54
  6109                 8.43   7298.28    116.25
  6110                 8.43   7298.30    111.92
  6111                 8.43   7298.24    116.23
  6112                 8.43   7298.18    127.04
  6113                 8.43   7298.19    123.57
  6114                 8.43   7299.27     90.68
  6115                 8.43   7298.83     96.99
  6116                 8.43   7298.72    103.44
  6117                 8.43   7298.36    103.72
  6118                 8.43   7298.36    107.18
  6119                 8.43   7298.53    102.92
  6120                 8.43   7298.56    100.33
  6121                 8.43   7298.58     97.31
  6122                 8.43   7298.61    107.72
  6123                 8.43   7298.77    103.46
  6124                 8.43   7298.78    103.46
  6125                 8.43   7298.62     99.06
  6126                 8.43   7298.59     97.32
  6127                 8.43   7300.02     75.84
  6128                 8.43   7298.85     91.80
  6129                 8.43   7298.87     88.77
  6130                 8.43   7298.88     91.81
  6131                 8.43   7299.01     85.37
  6132                 8.43   7299.05     81.05
  6133                 8.43   7298.94     81.00
  6134                 8.43   7298.94     86.20
  6135                 8.43   7299.41     82.07
  6136                 8.43   7299.08     81.93
  6137                 8.43   7298.88     91.81
  6138                 8.43   7298.77    103.46
  6139                 8.43   7298.78    103.46
  6140                 8.43   7298.78     99.13
  6141                 8.43   7298.81     99.14
  6142                 8.43   7429.84    136.42
  6143                 8.43   7299.47     86.43
  6144                 8.43   7299.51     73.88
  6145                 8.43   7299.52     86.45
  6146                 8.43   7299.53     77.36
  6147                 8.43   7299.55     86.46
  6148                 8.43   7299.46     68.66
  6149                 8.43   7299.61     68.73
  6150                 8.43   7299.82     73.58
  6151                 8.43   7429.81    120.81
  6152                 8.43   7429.82    119.95
  6153                 8.43   7429.82    121.25
  6154                 8.43   7429.84    116.92
  6156                 8.43   7429.98    103.99
  6157                 8.43   7429.91    108.29
  6158                 8.43   7429.86    110.86
  6159                 8.43   7429.88    106.97
  6160                 8.43   7429.84    113.46
  6161                 8.43   7429.84    116.49
  6178                 8.43   7429.87    103.50
  6179                 8.43   7429.86    106.10
  6199                 8.43   7301.21     76.35
  6200                 8.43   7301.18     82.41
  6201                 8.43   7300.60     86.49
  6202                 8.43   7300.07     99.69
  6203                 8.43   7300.49     86.87
  6204                 8.43   7300.48     89.90
  6205                 8.43   7300.28     94.58
  6206                 8.43   7300.69     86.53
  6207                 8.43   7300.90     74.48
  6208                 8.43   7300.88     79.68
  6209                 8.43   7300.82     80.08
  6210                 8.43   7300.77     83.10
  6211                 8.43   7300.78     80.06
  6212                 8.43   7300.76     77.46
  6213                 8.43   7300.82     75.75
  6214                 8.43   7300.79     75.30
  6215                 8.43   7300.77     74.00
  6216                 8.43   7300.80     69.24
  6217                 8.43   7300.77     70.53
  6218                 8.43   7297.96    113.51
  6219                 8.43   7297.95    120.00
  6220                 8.43   7297.95    123.90
  6221                 8.43   7298.15    112.29
  6222                 8.43   7298.11    111.84
  6223                 8.43   7298.15    103.19
  6224                 8.43   7298.26    105.40
  6225                 8.43   7298.44     96.38
  6226                 8.43   7298.38     98.96
  6227                 8.43   7299.96     70.18
  6228                 8.43   7299.28     68.15
  6229                 8.43   7299.24     83.73
  6230                 8.43   7301.50     66.51
  6231                 8.43   7301.32     70.33
  6232                 8.43   7301.24     72.90
  6233                 8.43   7301.35     66.45
  6234                 8.43   7301.18     71.14
  6235                 8.43   7301.23     72.90
  6236                 8.43   7300.99     68.89
  6237                 8.43   7301.37     65.59
  6238                 8.43   7299.08     90.59
  6239                 8.43   7299.13     90.62
  6240                 8.43   7299.28     75.52
  6241                 8.43   7298.86    105.67
  6242                 8.43   7299.08     94.93
  6243                 8.43   7298.92     94.86
  6244                 8.43   7299.05     91.88
  6245                 8.43   7298.92     98.76
  6246                 8.43   7298.52    107.68
  6247                 8.43   7298.79     92.20
  6248                 8.43   7298.49    110.70
  6249                 8.43   7298.76     92.62
  6250                 8.43   7298.51    112.45
  6251                 8.43   7298.15    123.99
  6252                 8.43   7298.48    108.53
  6253                 8.43   7298.23    124.02
  6255                 8.43   7298.12    139.57
  6256                 8.43   7298.14    131.79
  6257                 8.43   7298.23    124.02
  6258                 8.43   7298.12    135.68
  6259                 8.43   7298.12    135.67
  6260                 8.43   7298.12    133.51
  6261                 8.43   7298.12    133.51
  6262                 8.43   7298.12    135.67
  6263                 8.43   7299.10     86.27
  6264                 8.43   7300.87     68.84
  9001                 0.00   7135.00     15.17
  9002                 0.00   7135.00     15.17
  9003                 0.00   7135.00     15.17
  9004                 0.00   7135.00     15.17
  9005                 0.00   7135.00     15.17
  9006                 0.00   7135.00     15.17
  9017                 0.00   7298.77     86.12
  9018                 0.00   7298.77     86.12
  9019                 0.00   7298.77     86.12
  9020                 0.00   7298.77     86.12
  9021                 0.00   7298.77     86.12
  9022                 0.00   7298.77     86.12
  11004                4.02   7297.42     67.34
  11005                4.02   7297.42     63.44
  11006                4.02   7297.48     68.24
  11007                4.02   7429.75    118.18
  11009                4.02   7296.48     91.20
  11011                4.02   7297.51     64.35
  11013                4.02   7297.51     63.92
  11017                4.02   7297.99     67.16
  11018                4.02   7297.89     65.81
  11019                4.02   7295.70    143.29
  11021                4.02   7295.71    147.63
  11023                4.02   7295.75    143.31
  11024                4.02   7295.89    126.04
  11029                4.02   7295.74    136.81
  11030                4.02   7295.77    143.32
  11031                4.02   7295.77    143.32
  11032                4.02   7295.78    130.33
  11033                4.02   7295.80    132.50
  11034                4.02   7295.81    132.51
  11035                4.02   7295.82    134.68
  11037                4.02   7295.91    130.38
  11038                4.02   7295.91    121.72
  11039                4.02   7295.93    126.06
  11043                4.02   7296.26     93.70
  11046                4.02   7296.20    104.51
  11047                4.02   7296.17    111.00
  11049                4.02   7296.31    134.89
  11052                4.02   7296.37    128.42
  11055                4.02   7296.42    121.94
  11057                4.02   7296.48    115.47
  11060                4.02   7296.77    126.42
  11062                4.02   7296.82    125.14
  11063                4.02   7296.44    117.62
  11064                4.02   7296.53    115.49
  11065                4.02   7296.54    111.16
  11067                4.02   7296.53    111.15
  11070                4.02   7296.49     93.80
  11076                4.02   7296.68     80.89
  11077                4.02   7296.64     80.87
  11078                4.02   7296.62     76.53
  11080                4.02   7296.71     98.23
  11081                4.02   7296.81    109.11
  11084                4.02   7296.86    111.30
  11085                4.02   7296.62     95.16
  11087                4.02   7297.01    115.70
  11089                4.02   7296.77     96.09
  11092                4.02   7296.77     93.93
  11097                4.02   7296.73     72.25
  11099                4.02   7297.30     91.99
  11107                4.02   7297.23    100.62
  11108                4.02   7297.23    107.12
  11109                4.02   7297.23     96.29
  11114                4.02   7297.24     78.96
  11115                4.02   7297.47     75.60
  11116                4.02   7297.51     85.15
  11119                4.02   7298.15    135.69
  11123                4.02   7298.15    138.72
  11127                4.02   7298.17    118.80
  11128                4.02   7298.20    117.08
  11130                4.02   7298.16    120.53
  11131                4.02   7298.16    126.59
  11132                4.02   7298.18    113.17
  11133                4.02   7298.16    121.83
  11134                4.02   7298.15    132.65
  11135                4.02   7298.22    111.89
  11136                4.02   7298.35    105.01
  11137                4.02   7298.35    103.28
  11138                4.02   7298.21    115.35
  11139                4.02   7298.35    104.58
  11140                4.02   7298.22    107.12
  11141                4.02   7298.26    106.27
  11142                4.02   7298.30    111.05
  11143                4.02   7298.34    109.77
  11144                4.02   7298.35     96.78
  11145                4.02   7298.26    101.51
  11146                4.02   7297.59     68.72
  11147                4.02   7298.30     97.19
  11148                4.02   7298.74     80.05
  11150                4.02   7298.29    112.78
  11151                4.02   7298.27    111.91
  11152                4.02   7297.67     84.78
  11153                0.00   7298.34     65.36
  11164                4.02   7297.24    111.46
  11165                4.02   7297.40    127.56
  11169                4.02   7429.83     96.55
  11170                4.02   7429.75    112.98
  11171                4.02   7429.80    101.74
  11172                4.02   7297.41    124.53
  11173                4.02   7297.42    109.37
  11174                4.02   7429.76    113.42
  11175                4.02   7429.76    159.78
  11176                4.02   7429.76    101.72
  11177                4.02   7297.43    117.18
  11178                4.02   7297.48    106.80
  11179                4.02   7297.40    119.33
  11180                4.02   7297.42    122.37
  11181                4.02   7429.76    105.19
  11182                4.02   7297.44    121.08
  11184                4.02   7429.80    100.87
  11185                4.02   7297.42    107.64
  11186                4.02   7297.49    100.30
  11187                4.02   7429.76    110.82
  11188                4.02   7429.76    110.82
  11189                4.02   7429.76    112.55
  11190                4.02   7429.76    105.62
  11191                4.02   7429.76    108.22
  11192                4.02   7297.43    120.21
  11193                4.02   7297.45    110.25
  11194                4.02   7297.55     79.53
  11195                0.00   7297.62     74.37
  11196                4.02   7297.58    100.78
  11197                4.02   7429.75    111.25
  11199                4.02   7297.47    112.00
  11200                4.02   7429.76    112.99
  11201                4.02   7297.56     71.31
  11202                4.02   7297.50    103.78
  11206                4.02   7298.03    100.10
  11207                4.02   7297.45    115.89
  11208                4.02   7429.78    105.63
  11209                4.02   7429.75    108.65
  11210                4.02   7298.15    130.05
  11211                4.02   7298.15    123.55
  11212                4.02   7298.15    129.62
  11214                4.02   7298.15    125.29
  11215                4.02   7298.24    116.23
  11216                4.02   7298.16    119.23
  11217                4.02   7298.17    116.20
  11219                4.02   7298.20    114.48
  11220                4.02   7298.25    109.73
  11221                4.02   7298.21    107.98
  11222                4.02   7298.24    114.06
  12001                0.00   7295.69    142.42
  12002                0.00   7295.71    146.76
  12005                0.00   7295.75    142.45
  12010                0.00   7295.74    135.94
  12011                0.00   7295.78    129.46
  12012                4.02   7295.77    130.33
  12013                0.00   7295.77    142.46
  12015                0.00   7295.89    125.18
  12017                0.00   7295.94    118.70
  12018                0.00   7295.93    125.20
  12019                0.00   7295.91    120.85
  12020                0.00   7295.81    131.64
  12021                0.00   7295.82    133.81
  12023                0.00   7295.91    129.52
  12025                0.00   7296.17    129.63
  12029                0.00   7296.11    101.44
  12030                0.00   7296.17    110.13
  12031                0.00   7296.17    114.46
  12032                0.00   7296.31    134.02
  12033                0.00   7296.17    118.80
  12038                0.00   7296.37    127.55
  12041                0.00   7296.42    121.07
  12043                4.02   7296.62    109.03
  12044                0.00   7296.48    114.60
  12046                0.00   7296.44    116.75
  12047                0.00   7296.49    114.60
  12048                0.00   7296.53    114.62
  12049                0.00   7296.54    110.29
  12050                0.00   7296.53    110.29
  12051                4.02   7296.52    115.48
  12052                0.00   7296.17    110.13
  12053                0.00   7296.20    103.65
  12055                0.00   7296.26     92.84
  12057                0.00   7296.49     92.94
  12061                0.00   7296.54     84.30
  12062                0.00   7296.64     80.00
  12064                0.00   7296.77     95.23
  12070                0.00   7296.68     80.02
  12071                0.00   7296.62     94.29
  12072                0.00   7296.71     97.36
  12075                4.02   7296.69    109.06
  12078                0.00   7296.67    108.18
  12079                0.00   7296.79    108.23
  12080                0.00   7296.86    110.43
  12082                0.00   7297.01    114.83
  12084                0.00   7296.90    104.81
  12085                0.00   7296.59    108.15
  12088                0.00   7296.91    117.82
  12090                0.00   7296.52    118.95
  12092                0.00   7296.77    125.56
  12094                0.00   7296.82    124.28
  12095                0.00   7297.23    106.26
  12096                0.00   7297.23    101.92
  12107                0.00   7297.41    123.67
  12108                0.00   7297.42    108.51
  12112                4.02   7429.77    114.29
  12114                4.02   7297.65     96.04
  12115                4.02   7297.65     90.84
  12117                0.00   7297.49     99.44
  12118                0.00   7297.42    106.77
  12119                0.00   7297.24    110.60
  12126                0.00   7297.40    126.70
  12129                0.00   7297.23     84.59
  12131                0.00   7297.23     95.43
  12133                0.00   7297.23     99.76
  12134                0.00   7296.77     93.06
  12139                0.00   7296.79     80.07
  12140                0.00   7296.62     75.66
  12141                0.00   7296.62     86.50
  12142                0.00   7296.67     75.68
  12147                4.02   7296.63     80.87
  12152                0.00   7296.81     73.58
  12153                0.00   7296.73     71.38
  12154                4.02   7297.31     74.66
  12157                0.00   7297.26     69.44
  12159                0.00   7297.31     73.80
  12160                0.00   7297.30     91.12
  12173                0.00   7297.27    117.11
  12174                4.02   7297.27    117.97
  12175                0.00   7297.24     78.10
  12176                0.00   7297.40    118.46
  12177                0.00   7297.55     79.32
  12178                0.00   7297.55     78.45
  12179                0.00   7297.58     99.91
  12180                4.02   7297.62     75.23
  12181                0.00   7297.48    105.93
  12182                0.00   7297.45    109.39
  12183                0.00   7297.43    119.34
  12184                0.00   7297.44    120.21
  12186                0.00   7297.43    116.31
  12187                0.00   7297.42    121.51
  12191                0.00   7297.45    115.02
  12192                0.00   7297.59     67.64
  12193                0.00   7298.30    110.19
  12196                0.00   7297.47    111.13
  12198                4.02   7298.31     99.36
  12199                0.00   7298.31     98.50
  12202                0.00   7297.50    102.91
  12203                0.00   7297.56     70.44
  12204                0.00   7298.03     99.02
  12205                0.00   7297.65     94.96
  12206                0.00   7298.53     89.27
  12207                4.02   7298.53     90.36
  12208                4.02   7297.81     92.21
  12209                4.02   7297.84     86.16
  12210                0.00   7297.81     91.13
  12211                0.00   7297.84     85.08
  12212                0.00   7297.65     89.76
  12213                4.02   7297.66     86.51
  12214                0.00   7297.66     85.43
  12215                0.00   7298.04     86.46
  12216                4.02   7297.57     82.14
  12217                0.00   7297.57     81.06
  12218                4.02   7297.65     89.98
  12219                0.00   7297.65     88.89
  12220                4.02   7297.55     81.27
  12221                0.00   7297.55     80.18
  12222                0.00   7297.59     76.95
  12223                0.00   7297.53     81.69
  12224                4.02   7297.65     88.68
  12225                0.00   7297.65     87.59
  12226                0.00   7297.51     84.07
  12227                0.00   7297.47     74.51
  12228                4.02   7297.50     73.88
  12229                0.00   7297.50     72.79
  12230                0.00   7297.53     74.98
  12231                0.00   7298.02     71.93
  12232                0.00   7297.51     67.82
  12233                0.00   7297.51     62.44
  12234                0.00   7297.51     63.48
  12236                0.00   7297.43     64.49
  12237                0.00   7297.38     61.56
  12238                0.00   7297.51     58.15
  12239                0.00   7297.42     62.58
  12240                0.00   7297.48     67.15
  12243                4.02   7298.03    103.14
  12250                0.00   7297.51     62.92
  12257                0.00   7297.89     64.73
  12258                0.00   7297.99     66.07
  12259                0.00   7297.87     76.20
  12260                0.00   7297.71     78.95
  12261                4.02   7297.69     84.79
  12262                0.00   7297.69     83.71
  12263                0.00   7298.28     71.40
  12264                4.02   7298.28     71.18
  12265                0.00   7298.28     70.10
  12266                4.02   7298.48     66.50
  12267                0.00   7298.48     65.63
  12268                0.00   7298.44     72.77
  12269                4.02   7298.28     74.22
  12270                0.00   7298.44     74.07
  12271                4.02   7298.46     77.76
  12272                0.00   7298.46     76.68
  12273                0.00   7298.68     79.37
  12274                4.02   7298.44     77.32
  12275                0.00   7298.30     73.14
  12276                0.00   7298.69     64.21
  12277                0.00   7298.19     69.19
  12278                0.00   7297.81     97.63
  12279                0.00   7298.02     93.39
  12280                4.02   7297.65     93.44
  12281                0.00   7297.65     92.58
  12282                4.02   7298.77     83.53
  12283                0.00   7298.77     82.44
  12284                4.02   7298.71     78.73
  12285                0.00   7298.71     77.87
  12286                4.02   7298.44     73.85
  12287                0.00   7298.71     75.27
  12288                4.02   7298.71     77.43
  12289                0.00   7298.71     76.35
  12290                4.02   7298.29    109.32
  12291                0.00   7298.29    108.23
  12292                4.02   7298.73     94.78
  12293                4.02   7298.61     96.89
  12294                0.00   7298.61     96.02
  12295                0.00   7298.73     93.69
  12296                0.00   7298.83     92.87
  12297                0.00   7298.83     80.95
  12298                0.00   7298.91     82.94
  12299                4.02   7298.43     97.25
  12300                4.02   7298.31    101.53
  12301                4.02   7298.53     99.46
  12302                0.00   7298.53     98.37
  12303                4.02   7298.67     80.45
  12304                4.02   7298.34     92.87
  12305                4.02   7298.34     92.44
  12306                4.02   7298.34     87.24
  12307                0.00   7298.34     86.16
  12308                4.02   7298.30     92.42
  12309                4.02   7298.30     92.86
  12310                0.00   7298.30     87.44
  12311                4.02   7297.66     84.34
  12312                0.00   7297.66     83.26
  12313                0.00   7298.30     88.95
  12314                4.02   7297.54     89.93
  12316                0.00   7298.32     97.63
  12317                4.02   7298.31     96.33
  12318                0.00   7298.31     95.46
  12319                4.02   7298.34    101.54
  12320                0.00   7298.34    100.46
  12321                4.02   7298.32    102.83
  12322                0.00   7298.32    101.96
  12323                4.02   7298.29    105.42
  12324                0.00   7298.29    104.34
  12325                0.00   7298.26    105.19
  12326                4.02   7298.30     89.82
  12327                0.00   7298.34    108.90
  12328                0.00   7298.26    100.42
  12329                0.00   7298.30     96.32
  12330                0.00   7298.74     79.18
  12331                4.02   7298.29    105.42
  12332                0.00   7298.29    111.92
  12333                0.00   7298.27    111.04
  12334                4.02   7298.34    109.77
  12335                4.02   7298.30     88.52
  12336                4.02   7298.26     98.04
  12337                4.02   7298.26    104.11
  12338                4.02   7298.23    104.52
  12339                0.00   7298.23    103.44
  12340                4.02   7298.29     99.78
  12341                0.00   7298.29     98.92
  12342                4.02   7298.29     95.89
  12343                4.02   7298.29    101.52
  12344                4.02   7298.29     98.49
  12345                0.00   7298.29     97.40
  12346                0.00   7298.29    100.65
  12347                0.00   7298.30     91.99
  12348                0.00   7298.34     91.36
  12349                0.00   7298.31    100.44
  12350                4.02   7298.42    102.01
  12351                0.00   7298.42    101.14
  12352                4.02   7298.35    107.61
  12353                0.00   7298.35    106.53
  12354                4.02   7298.51     98.58
  12355                4.02   7298.51     97.28
  12356                0.00   7298.51     97.50
  12357                0.00   7298.51     96.20
  12358                4.02   7298.31    107.59
  12359                4.02   7298.31    108.03
  12360                4.02   7298.31    105.43
  12361                0.00   7298.31    104.34
  12362                4.02   7298.27    112.77
  12363                0.00   7298.27    111.69
  12364                0.00   7298.31    106.94
  12365                0.00   7298.32    108.68
  12367                0.00   7298.35     95.69
  12368                4.02   7298.30     90.25
  12369                0.00   7298.26    103.02
  12370                4.02   7298.26    100.80
  12371                4.02   7298.22    106.26
  12372                0.00   7298.22    105.17
  12373                0.00   7298.24    114.71
  12374                0.00   7298.24    112.98
  12375                4.02   7298.21    110.58
